Epoch #	State	EMG Power 	EEG Power 	  Delta   	  Theta  	 Spindle 	  Sigma  	 Gamma  	  0-1Hz  	  1-2Hz  	  2-3Hz  	  3-4Hz  	  4-5Hz  	  5-6Hz  	  6-7Hz  	  7-8Hz  	  8-9Hz  	 9-10Hz  	10-11Hz 	11-12Hz 	12-13Hz 	13-14Hz 	14-15Hz 	15-16Hz 	16-17Hz 	17-18Hz 	18-19Hz 	19-20Hz 	20-21Hz 	21-22Hz 	22-23Hz 	23-24Hz 	24-25Hz	25-26Hz	26-27Hz	27-28Hz	28-29Hz	29-30Hz	30-31Hz	31-32Hz	32-33Hz	33-34Hz	34-35Hz	35-36Hz	36-37Hz	37-38Hz	38-39Hz	39-40Hz	40-41Hz	41-42Hz	42-43Hz	43-44Hz	44-45Hz	45-46Hz	46-47Hz	47-48Hz	48-49Hz	49-50Hz	50-51Hz	51-52Hz	52-53Hz	53-54Hz 	54-55Hz 	55-56Hz 	56-57Hz 	57-58Hz 	 58-59Hz 	 59-60Hz 	 60-61Hz 	 61-62Hz 	62-63Hz 	63-64Hz 	64-65Hz 	65-66Hz 	66-67Hz 	67-68Hz 	68-69Hz 	69-70Hz 	70-71Hz 	71-72Hz 	72-73Hz 	73-74Hz 	74-75Hz 	75-76Hz	76-77Hz	77-78Hz	78-79Hz	79-80Hz	80-81Hz	81-82Hz 	82-83Hz	83-84Hz	84-85Hz	85-86Hz	86-87Hz	87-88Hz	88-89Hz 	89-90Hz 	90-91Hz 	91-92Hz 	92-93Hz 	93-94Hz 	94-95Hz 	95-96Hz 	96-97Hz 	97-98Hz 	98-99Hz 	99-100Hz	
 2637  	  1  	3186.4113 	6097.7155 	2483.1262 	2114.9005	1487.3661	390.9619 	162.4841	 312.371 	382.5271 	559.5506 	427.9305 	535.1046 	563.4807 	632.3184 	632.5784 	423.0075 	311.1474 	228.2408	155.8583	89.4576 	119.102 	65.5771 	71.1735 	46.1953 	58.5889 	22.6617 	36.8037 	43.4862 	28.7582 	26.5669 	15.2383 	18.9574	26.5599	21.5597	14.6038	12.1845	10.5554	14.2144	13.6347	13.0069	13.2194	10.1655	16.7381	10.0339	14.2724	6.7104 	7.0519 	4.6544 	 5.08  	4.9526 	6.4598 	 4.946 	3.5871 	3.0011 	2.7535 	3.7224 	2.7197 	 2.767 	1.6464 	0.63466	0.52589 	 0.3683 	0.36933 	0.22932 	0.070418	0.032548 	0.029895 	0.048503 	0.055067 	0.053237	0.13279 	0.12713 	0.16265 	0.12052 	0.28136 	0.29186 	 0.2801 	0.44052 	0.56084 	  0.66  	0.82832 	0.89538 	1.2872 	0.92591	1.0759 	0.74449	0.7301 	0.55305	0.82202 	0.51233	0.67565	0.94105	0.57304	0.8279 	0.99546	 1.0575 	0.61385 	0.65375 	0.42641 	0.88825 	0.53926 	0.57293 	0.40603 	0.65843 	0.55057 	0.63729 	0.96319 	
 2638  	  1  	2472.8741 	5693.9262 	2103.2608 	2034.3812	1186.0307	371.2723 	134.2132	208.1742 	332.3145 	314.7582 	261.7775 	809.2038 	664.9903 	1002.2268	406.4319 	312.9649 	247.9315 	131.4997	87.8958 	109.2861	55.3727 	104.5914	107.0077	73.1894 	29.9851 	31.6005 	27.8752 	21.0689 	 23.887 	28.4029 	30.3654 	26.5873	22.4228	10.5903	11.8596	17.5185	10.325 	10.2045	11.6721	11.8541	11.1421	10.0779	8.4963 	7.4097 	10.3373	4.7307 	7.6875 	4.8716 	6.7642 	6.2278 	2.4722 	3.7749 	3.7521 	2.8074 	3.8603 	3.0094 	2.2528 	 1.416 	0.94482	0.35994	 0.7227 	0.43369 	0.11099 	0.10562 	 0.1129 	0.068859 	0.019261 	0.044731 	0.042165 	0.047094	 0.118  	0.11633 	0.15604 	0.27169 	0.27784 	0.35742 	0.46755 	0.35446 	0.27277 	0.31886 	0.43416 	0.59444 	1.0939 	0.70438	0.44562	0.82317	0.44947	0.43854	 0.4429 	0.86489	0.5285 	0.7887 	0.69236	0.59056	0.58235	 0.5757 	0.73555 	0.52052 	0.56027 	0.75577 	0.93385 	0.15781 	0.79438 	0.61729 	 0.8132 	0.40381 	0.57716 	
 2639  	  1  	3671.5035 	4895.9078 	 1861.813 	1537.4561	1514.1842	381.0892 	147.3469	293.7888 	381.0983 	249.4467 	334.2163 	389.4473 	556.6104 	333.1583 	317.4454 	517.9773 	296.4976 	143.8877	183.795 	137.7624	84.2842 	58.3814 	62.1819 	58.9218 	46.4363 	58.9853 	19.7568 	21.2704 	19.6439 	11.3916 	22.8124 	34.4986	22.0975	15.2676	11.4365	17.5896	14.1959	10.5459	8.5344 	14.7577	9.0315 	7.0817 	14.4018	11.0301	9.7786 	9.8529 	8.1419 	9.7451 	6.2071 	4.3058 	2.8903 	5.1745 	4.8626 	  2.1  	 3.431 	2.5217 	2.2485 	1.7937 	1.8275 	0.76149	0.71543 	0.42123 	0.22645 	0.16902 	0.080404	0.038134 	0.018689 	0.043769 	0.032242 	0.089762	0.12035 	0.095839	0.21538 	0.22316 	0.18622 	0.29738 	0.58296 	0.51164 	0.38429 	0.46497 	0.54265 	0.66943 	0.5909 	0.49321	0.78964	0.66578	0.62418	0.45264	0.50398 	0.61168	0.49758	0.44022	0.57386	0.55676	1.0149 	 0.5411 	0.45427 	0.64532 	 0.3725 	0.42166 	0.22718 	0.45497 	0.63481 	0.56057 	0.51614 	0.66201 	0.50152 	
 2640  	  1  	2418.0835 	3676.0054 	1622.1983 	1030.753 	978.5855 	 406.934 	136.6691	164.3133 	383.6436 	411.7772 	274.4002 	244.7531 	238.2587 	142.5838 	282.6466 	287.9832 	259.8872 	87.1132 	94.9273 	76.3468 	36.2787 	60.0674 	54.2511 	 35.754 	64.4337 	47.8326 	41.3047 	23.1038 	24.3252 	22.8673 	28.9772 	27.1127	22.5268	19.5785	16.297 	13.6901	15.1267	7.7176 	12.7316	15.4659	 13.47 	8.3287 	10.9136	11.6813	6.4145 	7.4373 	3.7966 	4.2275 	5.2786 	7.3011 	3.4698 	1.2061 	3.4973 	 3.43  	4.0212 	2.7874 	2.1874 	2.3693 	1.0796 	 1.041 	 0.9381 	0.53493 	0.32798 	0.11928 	0.083181	0.042786 	0.027287 	0.068643 	0.038165 	 0.1025 	0.12065 	0.082328	0.20477 	0.24487 	0.25436 	0.17693 	0.39915 	0.49597 	0.42099 	0.57746 	0.71398 	 0.5495 	0.64965	0.59746	0.91595	0.39655	0.73202	0.7899 	0.57412 	0.93087	0.92121	0.55295	0.62479	1.1011 	0.86686	0.77279 	0.59043 	0.80354 	0.56308 	0.71241 	0.89455 	 0.4596 	0.56187 	0.67466 	0.72696 	0.92325 	0.82104 	
 2641  	  1  	3701.0977 	4125.9841 	 1540.64  	1258.8037	1277.7513	486.4485 	164.8264	 502.018 	395.7233 	208.2907 	224.9693 	196.0785 	 254.542 	207.9172 	229.1347 	416.2836 	357.0539 	106.627 	97.6087 	 70.891 	64.4812 	55.9774 	62.9405 	84.1112 	72.2878 	55.0806 	43.3638 	21.6453 	33.7696 	42.7227 	28.9987 	17.1215	20.0701	15.5106	17.4366	11.9787	14.6305	17.2774	 12.84 	12.0555	17.7423	13.2135	8.7655 	12.2935	8.3967 	8.5846 	5.6984 	5.6804 	4.8711 	7.6366 	 6.589 	6.5965 	 3.837 	4.2611 	 2.429 	 2.299 	2.5671 	1.9761 	1.2034 	1.0871 	0.61155 	0.27677 	0.28199 	0.20843 	0.070991	0.023608 	0.027363 	0.053059 	0.029775 	0.066195	0.051587	0.16679 	0.21392 	0.22547 	0.17902 	0.23708 	0.31921 	0.51048 	0.40608 	0.52221 	 0.6294 	0.94384 	0.75896	0.6947 	0.50227	0.28031	0.48931	0.85348	0.51227 	0.99981	0.57382	0.67944	0.55164	0.72694	0.42651	0.89573 	0.66981 	0.40233 	0.84061 	0.39742 	0.27555 	0.49311 	0.59305 	0.94824 	0.48426 	0.46771 	0.37505 	
 2642  	  1  	5407.3534 	3911.6036 	1173.2491 	1437.1741	1346.1669	490.1901 	147.8165	230.3332 	362.3927 	193.9793 	217.3698 	133.7108 	205.8924 	 184.262 	393.6977 	 498.667 	244.0791 	198.5476	121.3532	61.5439 	49.9071 	 90.697 	52.5789 	51.5279 	52.4474 	61.7164 	44.6856 	41.5475 	39.9525 	29.5332 	26.2346 	32.1964	26.1282	13.4425	29.2094	18.3166	17.0969	13.5344	17.6702	7.9109 	12.5942	13.2836	7.4763 	 8.508 	10.9469	7.7635 	6.0572 	4.5356 	6.7447 	8.5884 	6.1788 	3.5831 	3.7015 	2.5823 	1.9804 	1.4548 	1.8172 	1.5012 	 1.32  	 1.493 	0.87998 	0.72421 	0.41556 	0.14095 	0.099559	0.058463 	0.038383 	0.076826 	0.070448 	0.076788	0.13734 	0.16239 	0.27079 	0.16373 	0.27584 	0.24491 	0.33293 	0.59841 	0.32403 	0.38405 	0.47115 	0.63913 	0.48054	0.59951	1.3298 	0.80594	0.78711	0.62864	 1.0725 	0.57059	0.9018 	0.58421	0.49318	0.77377	0.83317	0.85149 	0.67432 	0.95902 	 0.8428 	0.53404 	0.77276 	0.62066 	0.94459 	0.87783 	 1.0325 	 1.1026 	 1.0152 	
 2643  	  1  	3081.0755 	4703.6613 	2140.9004 	1259.3829	998.2987 	444.2803 	152.7178	291.0734 	421.4776 	319.2624 	394.4979 	413.7708 	430.7881 	381.6513 	440.7391 	216.8061 	168.2101 	102.7838	123.0622	 124.95 	91.4672 	102.8287	50.0567 	 39.709 	58.9911 	54.6366 	42.6971 	32.2679 	26.6688 	29.9321 	31.8844 	31.394 	20.9114	17.3414	21.7736	20.4698	10.2703	11.2765	21.0409	16.3051	 9.225 	 4.677 	8.5463 	8.1934 	5.6453 	7.1714 	7.1285 	14.5513	7.0951 	4.7101 	3.6687 	3.7674 	5.0532 	4.4317 	3.3978 	3.8724 	1.7811 	1.9614 	1.0605 	0.87546	0.78541 	0.50889 	0.24087 	0.18834 	0.12074 	0.044782 	0.030627 	0.046806 	0.024092 	0.093536	0.070347	 0.1149 	 0.1472 	 0.1932 	0.41102 	0.60786 	 0.3179 	0.31082 	0.47881 	0.47715 	0.32482 	0.75997 	0.86026	0.46106	0.54025	1.1522 	0.72116	1.1018 	0.44472 	 0.443 	0.3766 	0.52179	0.6492 	1.0871 	0.91928	0.68803 	0.57405 	 0.643  	0.50346 	0.85878 	0.80841 	0.89785 	0.49154 	0.80368 	0.79112 	0.57391 	0.71566 	
 2644  	  1  	2854.5151 	5570.6945 	1955.9658 	1835.7023	1218.9803	453.9004 	127.7472	 321.213 	315.8556 	292.9304 	283.3011 	491.7949 	787.6099 	725.4762 	547.3052 	249.5284 	227.4872 	179.0699	118.3748	 84.363 	119.6499	59.7147 	147.5384	67.7348 	47.9638 	54.3767 	 42.901 	56.3371 	28.6714 	20.3791 	18.1029 	19.6726	20.5183	20.4176	14.9558	17.7853	19.2558	12.2688	16.5894	9.4956 	9.2116 	7.8091 	5.1699 	7.6673 	 5.629 	6.8256 	5.9122 	5.5321 	6.4436 	5.2388 	3.9429 	2.9699 	5.0025 	2.5304 	3.2473 	2.2836 	2.3319 	 2.273 	1.0667 	0.63911	0.67195 	0.37519 	0.23592 	0.10525 	0.093945	0.029938 	 0.03022 	0.056384 	0.022284 	0.069253	0.095235	0.13995 	 0.1332 	0.22807 	0.32919 	0.26522 	0.41241 	0.39571 	0.46224 	0.41573 	0.56007 	 1.2607 	0.62696	0.52659	0.55331	0.54075	1.0566 	0.54807	0.88885 	0.51992	0.81749	0.60543	0.63037	0.99417	1.0855 	0.44827 	0.33455 	0.79117 	0.68356 	0.81409 	0.63556 	0.38154 	0.51724 	 1.1845 	0.69242 	 1.0681 	 1.0009 	
 2645  	  1  	 2725.83  	7391.1553 	4221.9405 	 1606.83 	1204.6708	449.0981 	141.5245	 321.094 	667.9177 	916.0045 	846.1552 	1041.8765	871.8814 	723.3134 	209.2831 	367.6236 	191.7439 	170.2633	77.6476 	133.9264	79.0456 	100.6841	59.8958 	63.1299 	 63.076 	47.9756 	36.4767 	45.5485 	20.2242 	19.2735 	13.5831 	21.1068	53.441 	14.7066	16.9544	14.5974	9.6585 	15.927 	11.4119	16.1093	14.5844	14.0651	9.6322 	5.8397 	10.4791	7.4524 	5.5813 	4.2306 	4.1909 	3.3941 	 2.78  	2.7411 	4.1167 	2.7061 	1.4254 	2.7617 	1.5852 	1.2626 	 1.181 	0.89689	0.71049 	0.31693 	0.22058 	0.19477 	0.056383	0.031914 	 0.02418 	0.039761 	0.015217 	0.044028	0.080646	0.14258 	0.096109	0.15653 	0.24781 	0.18717 	0.34287 	0.39221 	0.56135 	0.65062 	 0.4342 	 0.8254 	0.82496	0.76552	0.63552	0.38176	0.56156	0.47279	0.49909 	0.61263	0.6662 	0.63631	0.68484	0.44197	0.84434	0.59958 	0.60678 	0.55111 	0.39907 	0.44681 	0.48808 	0.64615 	0.72992 	0.37598 	0.40054 	0.45754 	 0.4921 	
 2646  	  1  	2943.8142 	 4954.544 	2375.4473 	1147.5396	1137.0504	429.9584 	141.5248	377.2885 	407.8109 	 620.715 	 698.839 	197.6274 	383.8055 	 328.418 	241.1396 	285.9308 	252.4025 	78.4875 	84.9568 	78.1892 	126.1959	123.8632	66.8395 	68.0923 	26.2416 	49.3409 	33.0785 	24.3722 	33.7536 	25.6408 	16.5753 	34.8738	36.691 	20.8706	17.9953	25.9621	11.8098	12.0438	14.2154	11.7072	9.7227 	6.9775 	9.2688 	7.7004 	17.8474	5.2941 	5.9889 	6.4138 	5.2452 	5.5147 	7.3706 	4.6861 	3.2668 	2.7807 	1.8751 	1.2819 	1.7152 	1.2663 	1.5246 	1.4569 	0.58502 	0.37323 	0.23298 	0.10898 	0.03252 	 0.02743 	0.032286 	0.085761 	0.034253 	0.048804	0.10507 	0.21147 	0.17216 	0.20522 	0.11783 	0.36855 	0.34474 	0.26452 	0.39861 	0.50234 	0.42585 	0.46912 	0.74676	0.66356	0.74027	0.99023	0.7854 	0.83026	0.70789 	0.46257	0.86564	0.67914	0.61412	0.59501	0.42109	 0.6305 	0.86417 	0.89227 	0.50658 	0.44246 	0.78865 	0.38371 	0.44568 	0.44213 	0.25638 	0.42619 	0.45773 	
 2647  	  1  	2494.7836 	6533.9859 	3146.2816 	1766.4562	1373.1078	486.1438 	175.0446	717.3442 	735.7847 	318.7215 	697.6951 	576.3411 	378.7463 	484.2929 	602.2731 	405.9321 	204.8933 	108.563 	204.3618	157.3754	70.8043 	107.1362	82.6091 	70.2815 	56.4457 	30.7137 	48.0513 	 41.417 	18.0771 	21.0677 	29.0058 	40.3609	35.8061	35.3548	17.3376	17.995 	15.522 	18.8372	21.2674	16.3381	17.0752	13.1101	6.3713 	7.4188 	13.1329	13.3964	4.3258 	5.0118 	6.8678 	6.8571 	4.4913 	2.3837 	4.2629 	4.4821 	3.7856 	3.0452 	1.8581 	1.3816 	1.8076 	0.7786 	0.54083 	0.57795 	0.30346 	 0.1467 	0.080427	0.041326 	 0.0251  	0.057783 	0.049053 	0.036794	0.065668	0.071583	0.10766 	0.19405 	0.19713 	0.37818 	0.36009 	0.37641 	0.33264 	0.36423 	0.51354 	0.67934 	0.7568 	0.54617	0.67665	0.71001	0.59152	0.40353	0.74559 	0.36083	0.32894	0.48111	0.43027	0.37254	0.38637	0.69973 	0.29094 	0.34315 	0.27287 	0.42392 	0.35917 	0.41002 	0.25788 	0.50653 	0.71865 	0.85714 	0.34511 	
 2648  	  1  	2792.6364 	4734.0277 	1425.8497 	1763.6782	1374.5555	439.4057 	159.8779	316.0669 	320.5168 	272.0486 	197.0947 	261.1885 	441.2499 	368.8902 	598.2449 	486.3094 	220.1282 	158.2945	103.6022	123.7193	87.0305 	67.2682 	92.8101 	68.3833 	49.5368 	37.7542 	42.8489 	26.4329 	45.6678 	22.3043 	23.8073 	15.4162	19.4697	21.0422	20.9136	19.7186	12.941 	24.7032	14.562 	 9.19  	8.5613 	13.1188	8.8391 	10.6384	10.0431	6.5127 	9.2221 	7.7755 	5.0925 	5.0164 	5.3215 	3.7706 	3.3239 	3.9353 	 2.887 	5.2332 	1.6931 	1.0053 	1.5681 	1.2658 	0.84492 	0.62031 	0.25013 	0.079271	0.076844	0.021879 	0.019795 	0.044073 	0.035148 	0.059597	0.11726 	0.12327 	0.17189 	0.31519 	 0.202  	0.50343 	0.32104 	0.43228 	0.36669 	 0.9063 	0.87633 	0.62933 	0.51577	0.58728	0.51502	0.71093	0.30648	0.59204	0.32781 	0.4945 	0.56702	0.78566	0.34755	0.75912	0.59922	0.69043 	0.49553 	0.87516 	0.46453 	0.29153 	0.32874 	 0.6386 	0.57941 	0.77496 	 0.8322 	0.26791 	0.30193 	
 2649  	  1  	3903.0292 	4166.6898 	1775.3699 	894.6003 	1040.7514	541.0808 	160.411 	324.1139 	508.9554 	262.2438 	 290.352 	352.5295 	227.2063 	 220.455 	 252.25  	170.2336 	187.4362 	122.8844	175.1337	113.4576	77.7826 	61.1535 	93.8851 	75.1031 	56.8554 	71.4124 	22.5861 	25.5034 	44.4161 	36.2655 	 25.286 	43.9834	29.1392	28.5586	37.624 	20.0938	14.1669	14.9708	14.7032	12.9016	9.8774 	12.0616	16.6697	12.3706	 7.143 	6.4897 	10.6702	9.6421 	4.5918 	3.1988 	3.9654 	4.8443 	5.5683 	 3.879 	2.7033 	1.8408 	1.5768 	1.3694 	1.1036 	0.9777 	0.84629 	0.21888 	0.25582 	0.095997	0.046213	0.043282 	0.037794 	0.065875 	0.050201 	0.070641	 0.0669 	0.09353 	0.21365 	0.30785 	0.19353 	0.30714 	0.19274 	0.32904 	0.32661 	0.36116 	 0.3728 	0.70398 	0.52185	0.69973	0.6917 	0.71893	0.45255	0.70645	 0.4587 	0.57506	0.66626	0.4979 	0.76909	0.63609	0.87127	0.82728 	0.81254 	0.63623 	0.53667 	0.83575 	 0.5212 	0.51367 	0.72837 	0.77143 	 1.0529 	0.75617 	0.66806 	
 2650  	  1  	   3403   	4181.7957 	1203.0573 	1423.7718	1188.6313	529.1843 	149.2434	288.5602 	199.3362 	322.1971 	250.8479 	169.3033 	210.6539 	 361.927 	 527.175 	298.8047 	155.3131 	158.8835	107.5797	146.7153	107.9876	105.2602	67.8512 	84.7633 	41.2484 	62.0672 	46.1481 	49.1811 	41.5137 	 35.794 	29.3868 	34.1161	29.0346	13.3539	22.7823	15.058 	16.949 	16.4739	12.3249	13.1523	17.3496	5.1273 	6.3752 	8.7974 	10.9681	7.8338 	5.2174 	6.6641 	4.6156 	8.0684 	 3.645 	 4.958 	3.3916 	5.6264 	3.2209 	2.3981 	2.3634 	1.5974 	1.1812 	0.93026	 0.6374 	0.61292 	0.27485 	0.13273 	0.091268	0.045432 	0.026901 	0.069683 	0.042892 	0.077923	0.099845	0.081187	0.080379	0.22639 	0.24407 	0.39094 	0.41095 	0.37428 	0.39738 	0.56652 	0.52775 	 0.6867 	0.7086 	0.44952	0.93207	0.81286	0.91458	0.62927	0.54738 	0.57582	0.72077	0.7713 	0.5597 	0.51473	0.87689	0.53353 	0.37754 	0.48263 	0.31868 	 0.5559 	0.48747 	0.37917 	0.35039 	0.40196 	0.44397 	0.58691 	0.57736 	
 2651  	  1  	2988.3486 	4923.4864 	1650.2437 	1622.6364	1318.1815	486.2605 	157.2294	203.4086 	348.4288 	307.2081 	298.1372 	 374.224 	400.6999 	547.1261 	492.4599 	334.8553 	150.1249 	203.4965	234.3399	152.846 	80.7959 	68.9143 	60.2086 	60.2979 	51.0208 	72.8045 	31.3717 	29.4163 	44.5863 	48.7796 	27.8438 	32.9299	24.4926	17.566 	8.8381 	20.0954	10.1278	17.5291	15.2356	11.4479	12.0245	14.6677	9.1648 	11.2435	4.4449 	7.5701 	6.0541 	8.3758 	4.3386 	7.5584 	4.1966 	4.9493 	5.0843 	3.7699 	3.0588 	3.0084 	2.6033 	1.7778 	1.0236 	0.80685	0.34736 	0.34944 	 0.2237 	0.16155 	0.051699	0.046181 	0.018638 	0.043158 	0.034331 	0.077639	0.085951	0.095347	0.15446 	0.19658 	0.25153 	0.29258 	0.41049 	0.37164 	 1.0209 	 0.8969 	0.59799 	0.52691 	0.73171	0.73932	0.59918	0.4474 	0.41423	0.46292	0.34089 	0.32738	0.70353	0.64275	0.70027	0.86774	0.66467	0.63265 	0.49858 	0.45064 	0.27876 	0.31711 	0.32461 	0.30636 	0.50359 	0.38861 	0.39819 	0.42795 	0.48036 	
 2652  	  1  	 3513.175 	 4513.445 	1531.1618 	1463.552 	1063.9571	554.3857 	148.7351	184.6871 	458.9329 	264.8956 	243.2975 	250.3743 	392.3609 	503.6292 	456.8255 	 231.76  	182.4595 	175.4622	63.0807 	155.4701	59.3739 	92.9706 	74.5762 	 56.638 	41.9029 	51.3467 	88.8116 	 40.823 	34.1685 	31.0777 	49.3662 	22.8433	36.9613	26.3869	23.2973	20.8828	17.0313	23.1135	11.4606	11.665 	8.1546 	12.5728	8.3612 	9.6531 	 8.592 	6.2559 	7.7772 	 5.781 	6.3129 	6.7824 	3.7472 	4.6767 	1.6935 	5.0899 	2.6568 	1.9383 	1.6154 	1.5689 	0.51532	1.3839 	 1.1809 	0.40084 	0.33991 	0.12836 	0.089167	0.055612 	0.017788 	0.045545 	0.062524 	0.15925 	0.099192	0.21696 	 0.1757 	0.32678 	0.21949 	0.25715 	0.22645 	0.34184 	0.46864 	 1.0116 	 0.6094 	0.66207 	0.45255	0.56297	0.32321	0.67196	0.52834	0.7599 	0.91735 	0.56607	0.69906	0.60394	0.65128	0.36353	0.65652	 1.0282 	0.75371 	0.43267 	0.30286 	 0.503  	0.31347 	0.33937 	0.35287 	0.77523 	0.75182 	0.47597 	0.29648 	
 2653  	  1  	3510.7221 	3813.9745 	1255.9123 	1215.0192	1144.842 	 545.897 	164.0495	274.3321 	277.5181 	229.1058 	305.2012 	193.5577 	176.4539 	193.1696 	325.0132 	329.6448 	275.6854 	160.9578	44.6632 	71.8896 	77.4081 	81.7254 	63.2583 	102.7197	77.1804 	55.3724 	27.8017 	49.2287 	23.9426 	41.3277 	 43.959 	18.2133	25.3469	22.918 	13.8839	14.2209	17.4688	23.8955	15.4813	14.5869	13.1761	7.6059 	9.8297 	8.7434 	 8.168 	6.7153 	5.6601 	6.2401 	4.3484 	8.1968 	7.0067 	5.4135 	3.9551 	3.6773 	4.5341 	2.0986 	3.7725 	1.8827 	1.2445 	 1.133 	 1.9534 	0.67526 	0.38539 	0.20393 	0.079844	0.035859 	0.020202 	 0.06038 	0.056254 	0.088951	0.12607 	0.14924 	0.18273 	0.17926 	0.18726 	0.18875 	0.50154 	0.56171 	 0.505  	0.59779 	0.80562 	0.56035 	0.53593	0.64236	0.60648	0.43047	0.43803	0.38834	0.71302 	0.89845	0.61424	0.87071	 1.09  	0.49292	0.79392	0.90263 	0.56784 	0.33853 	0.67173 	 0.412  	0.48426 	 0.5046 	0.65236 	0.36011 	0.92536 	0.99813 	0.64183 	
 2654  	  1  	4358.2808 	4602.0209 	1501.6776 	 1489.73 	1381.2078	668.1567 	188.7468	279.5896 	276.2233 	425.3631 	301.1345 	226.9554 	251.3706 	233.9594 	386.8915 	517.9263 	257.8559 	142.1735	83.7335 	95.6753 	55.6138 	90.8743 	87.8242 	107.0528	79.6691 	95.1273 	78.9532 	 33.552 	43.8594 	34.6049 	47.0985 	23.2358	27.4766	28.8622	26.4698	17.2679	18.9704	12.294 	9.7515 	22.7832	15.6612	14.5443	11.3348	15.801 	14.4592	9.7887 	4.3642 	3.9952 	7.2825 	6.5471 	8.8783 	9.5445 	3.2128 	4.1455 	 5.804 	4.4751 	3.2594 	1.5775 	1.3305 	1.5502 	 1.0051 	 0.5661 	0.34169 	0.18652 	0.09945 	0.043159 	0.039926 	0.047581 	0.027208 	0.065546	0.11522 	0.09675 	0.24133 	0.37913 	0.18581 	0.32821 	0.24894 	0.32972 	0.65366 	0.57553 	0.65487 	 1.138  	0.87132	0.51861	0.79984	0.63985	0.8926 	0.54677	0.69232 	0.44348	0.44366	1.1386 	0.40604	0.8766 	1.0967 	0.80291 	0.76917 	0.57801 	0.52865 	0.43801 	0.36061 	0.84969 	0.51853 	0.68755 	0.34421 	0.43878 	0.29312 	
 2655  	  1  	5412.4431 	7458.8599 	3848.7684 	1885.7288	1480.8888	 420.406 	161.366 	 787.413 	771.7942 	573.0816 	556.3504 	1080.8463	552.1279 	570.7217 	 504.097 	393.4106 	348.7966 	143.3855	132.3094	156.7745	93.6371 	73.0129 	110.2142	46.1065 	43.2767 	37.4142 	39.1781 	 30.503 	33.8425 	39.7161 	24.7294 	24.8191	27.3507	18.1221	19.2833	10.3375	16.9029	20.683 	15.4154	10.8985	11.8812	12.4677	11.2376	12.2791	7.1395 	4.3028 	12.6293	6.2131 	6.8913 	5.6044 	6.1326 	4.1573 	3.9379 	 3.379 	1.9342 	1.6424 	2.2361 	0.67006	1.3158 	0.90767	0.62794 	 0.274  	0.28237 	0.16483 	0.11814 	0.044901 	0.023202 	0.050129 	0.031537 	0.034129	0.14745 	0.17674 	0.36252 	0.22896 	0.31167 	 0.3381 	0.38393 	0.49342 	0.38556 	0.39249 	0.62183 	0.44013 	0.55349	1.0033 	0.88664	0.84156	0.80765	0.78694	 1.0633 	0.96696	0.84501	0.8106 	0.51867	0.66799	0.62783	0.44097 	0.57932 	0.63668 	0.57897 	0.26549 	0.92166 	0.97566 	0.61824 	0.58317 	 0.6879 	 0.6623 	0.44596 	
 2656  	  1  	 3500.369 	 4444.486 	1611.8591 	1447.959 	1059.3684	435.3314 	202.4429	285.5211 	453.4608 	292.8418 	375.5343 	 184.272 	235.2419 	 340.266 	 554.321 	358.2997 	141.0726 	116.3625	110.9019	113.5484	76.1595 	 78.839 	53.9483 	23.5916 	46.0629 	43.3422 	50.1257 	 23.545 	 34.761 	 31.715 	31.6877 	34.3017	21.9395	27.0926	20.7477	14.9267	22.4465	 18.14 	13.7518	 13.71 	 19.26 	15.2339	12.189 	17.6496	13.8191	9.2519 	 8.221 	10.1337	6.5879 	11.4516	5.4926 	 6.462 	7.4985 	2.4912 	3.9029 	3.5637 	2.6838 	1.7734 	2.1638 	 1.208 	 0.7045 	0.44811 	0.45931 	0.19979 	0.11958 	0.057316 	0.033795 	0.060492 	0.021053 	0.044998	0.077765	0.12562 	0.31623 	0.23698 	0.22381 	0.31321 	0.58375 	0.81443 	0.62969 	0.76602 	 0.7703 	0.44529 	0.8021 	 0.87  	0.81005	0.51746	0.68453	0.45827	0.82112 	0.67259	0.48818	0.6895 	1.2821 	1.0882 	2.0003 	 1.0118 	 1.1228 	0.96294 	 1.1444 	 1.3048 	 1.1654 	0.84739 	 0.7439 	0.89236 	 1.1892 	0.86471 	0.70838 	
