Epoch #	State	EMG Power 	EEG Power 	  Delta   	  Theta  	 Spindle 	  Sigma  	 Gamma  	  0-1Hz  	  1-2Hz  	  2-3Hz  	  3-4Hz  	  4-5Hz  	  5-6Hz  	  6-7Hz  	  7-8Hz  	  8-9Hz  	 9-10Hz  	10-11Hz 	11-12Hz 	12-13Hz 	13-14Hz 	14-15Hz 	15-16Hz 	16-17Hz 	17-18Hz 	18-19Hz 	19-20Hz 	20-21Hz 	21-22Hz 	22-23Hz 	23-24Hz 	24-25Hz	25-26Hz	26-27Hz	27-28Hz	28-29Hz	29-30Hz	30-31Hz	31-32Hz	32-33Hz	33-34Hz	34-35Hz	35-36Hz	36-37Hz	37-38Hz	38-39Hz	39-40Hz	40-41Hz	41-42Hz	42-43Hz	43-44Hz	44-45Hz	45-46Hz	46-47Hz	47-48Hz	48-49Hz	49-50Hz	50-51Hz	51-52Hz	52-53Hz	53-54Hz 	54-55Hz 	55-56Hz 	56-57Hz 	57-58Hz 	 58-59Hz 	 59-60Hz 	 60-61Hz 	 61-62Hz 	62-63Hz 	63-64Hz 	64-65Hz 	65-66Hz 	66-67Hz 	67-68Hz 	68-69Hz 	69-70Hz 	70-71Hz 	71-72Hz 	72-73Hz 	73-74Hz 	74-75Hz 	75-76Hz	76-77Hz	77-78Hz	78-79Hz	79-80Hz	80-81Hz	81-82Hz 	82-83Hz	83-84Hz	84-85Hz	85-86Hz	86-87Hz	87-88Hz	88-89Hz 	89-90Hz 	90-91Hz 	91-92Hz 	92-93Hz 	93-94Hz 	94-95Hz 	95-96Hz 	96-97Hz 	97-98Hz 	98-99Hz 	99-100Hz	
 5048  	  1  	6797.7645 	4500.9866 	1779.9665 	1432.3581	1077.3461	470.3342 	161.2881	235.2724 	325.8567 	514.6682 	295.9019 	333.7121 	239.7679 	512.4804 	 332.623 	177.4077 	332.3455 	131.528 	112.8489	95.0505 	49.4989 	84.9952 	63.6059 	74.1316 	68.9444 	35.3993 	42.9367 	19.6024 	38.6683 	25.5287 	31.7874 	36.5382	27.4891	20.5392	18.1603	13.8765	10.3891	11.2007	19.8618	13.0653	6.6275 	8.5095 	6.5132 	10.7508	14.1163	10.9996	8.6864 	8.0653 	9.0232 	9.8521 	6.4796 	4.5314 	2.8658 	3.6044 	 1.653 	1.7781 	2.0701 	1.9211 	1.0793 	0.93321	0.91694 	0.39111 	0.23839 	0.23364 	0.12658 	0.069325 	0.021056 	0.033079 	 0.05123 	0.083997	0.13821 	 0.1549 	0.18945 	0.20318 	0.53825 	0.53909 	0.36271 	0.42702 	0.21602 	0.41226 	 0.6106 	0.84408 	0.99664	0.73647	0.67908	0.64227	0.66332	0.63975	0.59563 	0.47861	0.40546	0.61778	0.45074	0.61817	0.64654	0.94532 	0.55341 	0.58451 	0.71667 	0.37188 	0.47715 	 1.1099 	0.94331 	0.52496 	0.74624 	0.33422 	0.47182 	
 5049  	  1  	6248.9972 	5857.6486 	2442.9011 	1916.9972	1046.7828	464.5383 	147.2041	393.3581 	1006.278 	353.5496 	317.7361 	206.6926 	520.8632 	614.3401 	789.2196 	297.8244 	109.0465 	184.8998	98.0387 	79.6251 	105.5134	80.1086 	59.4301 	60.4761 	41.4633 	34.9405 	42.0475 	42.0153 	49.9842 	21.0029 	34.6643 	22.5725	38.7962	16.4208	12.9607	21.5739	15.1245	16.0488	9.2747 	10.0915	11.2103	14.6343	11.0453	8.5805 	8.5563 	8.6499 	8.8694 	8.8834 	6.6294 	4.6376 	3.6731 	4.0812 	3.2274 	3.2038 	1.4127 	2.0288 	2.0899 	1.0057 	1.1057 	1.1398 	0.86239 	 0.3749 	0.30876 	0.34578 	0.15126 	0.024284 	 0.02723 	0.048174 	0.037655 	0.10336 	0.14367 	0.10264 	0.20932 	0.21897 	0.48433 	0.34691 	0.34067 	0.29761 	0.42658 	0.40814 	0.59099 	0.46766 	 1.03  	1.0941 	0.6916 	0.88783	0.76378	0.70028	0.56261 	0.96569	0.75148	0.51376	0.67094	0.81294	0.61674	0.90721 	0.92016 	0.60198 	0.96515 	0.80365 	0.43596 	0.65071 	0.42974 	0.46392 	 0.3846 	0.37583 	0.82301 	
 5050  	  1  	6580.0993 	5540.6559 	2392.4914 	1547.5568	1416.9228	491.0698 	125.2773	358.2777 	541.2208 	360.3288 	435.7815 	416.5583 	614.0182 	485.8619 	297.8273 	352.9638 	318.9843 	159.4992	179.2424	133.1932	103.5717	83.4469 	54.0898 	 75.576 	82.6371 	44.2019 	39.7955 	 38.044 	23.6269 	23.9824 	29.3681 	31.2977	24.3311	23.9206	21.9241	16.234 	12.2608	8.1268 	 7.882 	10.5489	11.3746	9.2263 	9.6663 	9.9903 	7.4898 	6.5795 	3.8786 	6.0679 	5.8068 	3.9058 	 4.604 	6.1217 	3.9607 	2.4976 	2.0071 	2.3674 	2.4016 	1.3297 	1.1998 	0.55184	 0.6797 	0.44388 	0.37024 	0.23225 	0.081908	0.056709 	0.023597 	0.041926 	0.037382 	0.04295 	0.11911 	0.11133 	0.12604 	0.29587 	0.23269 	0.27496 	0.35168 	0.52374 	 0.6119 	0.41244 	0.43771 	 0.3145 	0.36867	0.42805	0.61131	0.68268	0.55296	0.56489	0.88207 	0.35782	0.46955	0.4982 	0.5883 	0.95809	0.65366	0.40888 	0.78853 	0.78294 	 0.6598 	0.53593 	0.87532 	0.56398 	0.48481 	0.53842 	0.35405 	0.42913 	 0.4206 	
 5051  	  1  	7831.2619 	5359.6172 	2555.8224 	1541.0771	1245.4022	330.6726 	130.3465	102.6897 	817.7403 	638.6432 	329.8076 	359.6777 	 629.331 	 257.86  	506.8563 	432.8011 	234.9163 	192.3544	90.7023 	59.1063 	78.0989 	48.1164 	86.6089 	51.4729 	48.0482 	26.2403 	 26.349 	 14.564 	25.4024 	25.8439 	22.9625 	19.0992	17.6768	12.977 	9.2709 	14.8607	10.1335	11.5484	10.2897	 9.832 	7.7491 	13.5534	8.9135 	12.9677	7.6709 	9.6878 	 6.18  	4.9684 	4.1934 	4.7373 	 3.676 	 2.728 	2.0481 	3.0904 	2.0505 	 2.232 	1.6388 	0.97563	0.71083	0.64866	0.57793 	0.41681 	0.37521 	0.13197 	0.10165 	0.025964 	0.015806 	0.035672 	0.034433 	0.10271 	0.16776 	0.16646 	0.20703 	0.28439 	 0.3699 	0.61225 	0.28495 	0.53074 	0.63471 	0.44456 	0.45465 	0.60627 	0.43844	0.92603	1.1443 	1.1158 	0.92822	0.73861	0.52208 	0.71006	0.85184	0.88068	0.65281	0.42712	1.0574 	0.85566 	0.80116 	 0.2781 	0.71518 	0.63876 	0.79923 	0.61737 	0.55129 	0.80391 	0.40693 	0.90335 	0.50089 	
 5052  	  1  	6757.5152 	5588.0914 	1516.0391 	2619.9805	2140.6432	375.1215 	138.5431	241.7009 	275.4532 	320.5698 	320.9179 	288.7323 	304.7335 	483.7898 	719.7181 	561.8403 	785.9651 	144.7506	192.6573	90.8119 	 166.68 	  82.8  	62.4296 	75.2601 	32.2788 	49.4773 	35.2742 	30.8838 	23.2202 	14.3914 	12.7318 	10.2245	28.7327	19.1142	12.6317	12.8094	12.3269	14.8261	15.8038	9.0227 	11.4646	12.9486	11.1156	6.2843 	9.0639 	3.7751 	 4.006 	4.7247 	6.9269 	5.0652 	 3.089 	 3.142 	4.3803 	4.3731 	2.7004 	2.7411 	2.8267 	0.53125	1.3767 	1.1241 	0.56452 	 0.3546 	0.34182 	0.15008 	0.092163	0.040782 	0.026917 	0.041587 	0.058272 	0.087322	0.11994 	0.17605 	0.32745 	0.21201 	0.32422 	0.24608 	0.42321 	0.37871 	0.34437 	0.49207 	0.48223 	0.32496 	0.84762	0.53004	0.67691	0.84884	1.0196 	0.79513	0.83181 	0.73866	0.60414	0.50521	0.47709	0.59613	0.51141	0.46728 	0.85993 	0.65212 	 1.0946 	0.82349 	0.74427 	0.45442 	0.86539 	0.46627 	0.61068 	0.34013 	0.46583 	
 5053  	  1  	7738.2017 	5484.9577 	1761.6131 	2416.5248	1547.6543	388.6954 	134.0827	202.2612 	393.4062 	402.4234 	393.5016 	238.9471 	332.1613 	494.4797 	951.7871 	593.6103 	315.6842 	140.1718	169.6179	90.8685 	98.3598 	47.2521 	63.9213 	50.5748 	24.3634 	28.5427 	40.8014 	38.9751 	36.7987 	22.1928 	27.4054 	36.4305	33.7562	14.5572	9.1335 	10.5375	9.7426 	8.4968 	12.5473	16.193 	13.3952	10.6634	8.1557 	3.0926 	7.3432 	6.7103 	8.4682 	 8.024 	5.7883 	 4.975 	5.6589 	4.0038 	1.9405 	1.6357 	2.1011 	2.0781 	2.0868 	1.4004 	1.3358 	0.89932	0.65585 	0.26196 	 0.2097 	0.20694 	 0.0898 	0.025812 	0.024633 	0.023275 	0.038354 	0.11577 	0.10927 	0.20476 	0.13372 	0.33143 	0.31897 	0.24578 	0.48475 	 0.4199 	0.28107 	0.38051 	0.60869 	 0.5069 	0.84624	0.81873	0.8545 	0.85642	0.89991	0.78536	 1.0231 	0.55618	0.57577	0.67242	0.43294	0.55917	0.70692	0.66738 	0.96756 	 0.658  	0.79597 	 0.9243 	 0.8786 	0.44527 	0.59496 	0.43584 	0.46438 	0.59019 	0.77562 	
 5054  	  1  	7611.5226 	6460.3006 	2186.0167 	2638.9826	1519.3139	 460.095 	153.526 	317.5062 	391.4924 	382.4983 	515.6987 	397.2246 	599.4741 	 843.272 	874.7246 	470.6697 	354.3609 	171.1502	108.4938	81.2337 	171.4365	93.9853 	37.1417 	 59.118 	35.5447 	44.1799 	52.2484 	25.1675 	 29.977 	28.9692 	36.3878 	23.3408	32.8222	38.1734	14.3462	15.2556	17.4514	14.0141	21.6462	11.4262	12.5421	10.4963	6.6004 	 8.025 	11.3039	5.9372 	6.6242 	7.0687 	6.6424 	6.8588 	7.7969 	3.0769 	 3.212 	3.4232 	2.1242 	1.9954 	2.0427 	1.5402 	1.1731 	1.1951 	0.86693 	0.61957 	0.24966 	0.11034 	0.16616 	0.054803 	0.031518 	0.047443 	0.062489 	0.13671 	0.10259 	0.13731 	 0.1818 	0.37397 	0.41232 	0.51451 	0.52157 	0.29972 	0.47208 	0.85755 	0.71554 	0.71159 	1.2117 	0.87523	0.58982	0.48232	0.72592	0.63646	0.86995 	0.98583	1.0799 	1.1974 	0.80463	0.82507	 0.982 	 1.0386 	 1.235  	0.67241 	 0.6909 	0.46533 	0.66427 	0.46902 	0.70855 	 0.4526 	 1.1286 	0.76815 	0.62988 	
 5055  	  1  	9677.4156 	6052.5616 	2401.8716 	2395.0189	1600.287 	395.0776 	134.2359	249.4402 	453.9086 	513.1815 	433.7248 	510.9019 	493.7589 	 613.288 	655.5452 	704.1409 	361.7276 	103.273 	89.6309 	61.3314 	74.2682 	77.2455 	86.9282 	66.7209 	33.5642 	62.2479 	31.4177 	 21.148 	25.0643 	29.1097 	32.1406 	14.0263	23.6143	16.6018	15.9611	14.287 	7.6913 	6.4242 	14.7679	9.0611 	12.8387	7.7558 	10.1935	8.0535 	4.7987 	14.7753	5.3633 	4.6508 	5.0977 	 6.169 	4.9721 	4.8203 	3.1233 	 2.939 	2.8203 	2.2927 	2.4992 	1.2315 	1.0687 	0.93482	0.77222 	0.36895 	0.26702 	 0.1547 	0.047063	0.051819 	0.032078 	0.029627 	0.050268 	0.14177 	0.17631 	0.16621 	0.13038 	0.24865 	0.46091 	0.20349 	0.31108 	0.80648 	0.51915 	0.68162 	  0.48  	0.37589 	0.68018	0.73147	0.90838	0.77071	0.98527	1.0668 	 0.8577 	0.76261	0.64504	1.0396 	1.1545 	1.0315 	0.81584	 0.7478 	 1.1356 	0.71989 	0.60295 	0.40131 	0.53847 	0.55441 	0.57775 	0.60455 	0.51911 	0.40397 	0.61081 	
 5056  	  1  	8801.8515 	6873.1305 	2525.7689 	2715.4024	1750.7597	472.1555 	136.5835	552.2636 	668.0893 	366.7723 	490.5855 	467.6247 	374.5052 	683.0518 	 904.523 	783.6226 	278.4362 	157.1446	122.6904	202.9388	 58.564 	63.9696 	49.3438 	60.3991 	64.1332 	35.1397 	26.6739 	27.1588 	34.6662 	 33.477 	39.9335 	37.6765	38.5664	16.8195	17.4193	20.1561	16.8102	8.0375 	12.5649	8.1243 	12.2078	10.7933	7.4738 	11.9932	5.5306 	8.6343 	 7.379 	4.1093 	3.7954 	3.6994 	6.4844 	7.5848 	4.3582 	3.9173 	2.9096 	2.5938 	2.4398 	3.2041 	2.1024 	1.8828 	0.63474 	0.36722 	0.24807 	0.12553 	0.071318	0.037646 	0.026391 	0.031772 	0.059052 	0.089634	0.13044 	0.11868 	 0.2074 	0.24124 	0.44306 	0.28178 	0.45632 	0.38858 	0.69223 	0.45361 	0.78902 	 0.9162 	0.5296 	 1.038 	0.71668	0.67346	0.81689	0.5332 	0.66088 	0.7559 	0.95658	0.82875	0.6508 	0.57334	0.92356	0.71827 	0.19506 	0.77421 	 1.0607 	0.61356 	0.62331 	0.61243 	0.80209 	0.98454 	0.54384 	0.69274 	0.65686 	
 5057  	  1  	9487.2046 	5903.3335 	2243.1559 	2289.8443	1322.6916	430.2697 	115.6404	181.6588 	365.2907 	474.7908 	435.8386 	592.8983 	401.9857 	707.7543 	863.4392 	385.4153 	260.1094 	141.6034	108.1553	120.8565	108.3106	 96.689 	70.5914 	63.4014 	52.8576 	42.7644 	39.3538 	30.9883 	46.2392 	33.7719 	29.3079 	22.6807	17.4998	14.1743	14.4461	9.0225 	10.3723	5.4935 	15.6311	8.3516 	9.7385 	11.3759	6.6131 	6.6114 	4.8435 	5.1246 	4.1606 	6.3365 	5.6503 	3.6601 	 3.337 	4.4538 	4.2975 	2.4813 	3.0021 	1.8377 	1.3711 	2.1014 	1.4033 	0.85898	0.38759 	0.30795 	0.35231 	0.078723	0.056066	0.048225 	0.033872 	0.029167 	0.034261 	0.10309 	0.097714	 0.1977 	 0.2591 	0.23521 	0.28222 	0.24669 	0.49816 	0.78815 	 1.0566 	0.39134 	 0.4548 	0.69794 	0.75434	0.3722 	0.66928	0.96381	1.0103 	0.65239	 1.1296 	0.36724	0.96038	0.77607	1.1189 	1.0581 	0.97367	 1.3203 	 1.0814 	0.77064 	0.59902 	0.84244 	 1.244  	0.52087 	0.71576 	0.51644 	0.77049 	0.47287 	0.79467 	
 5058  	  1  	11450.7295	 5069.501 	2021.9448 	1671.9718	1334.5779	425.3527 	122.1341	314.7209 	274.0326 	 444.588 	524.3662 	283.9084 	518.9268 	387.6589 	449.7679 	523.6328 	232.1998 	144.5938	99.3663 	99.9715 	 62.077 	57.7047 	74.2823 	70.3239 	 57.998 	40.6112 	45.2329 	34.3018 	27.4333 	30.2252 	15.6124 	20.3614	28.2328	11.1028	13.5699	7.5433 	16.9522	9.3918 	12.3779	15.9713	6.8298 	4.6522 	 4.647 	7.2262 	4.7627 	5.0584 	8.5709 	7.2561 	5.1466 	5.8495 	4.7232 	5.4239 	3.5488 	4.0278 	2.1848 	1.6369 	1.8254 	2.2908 	1.5993 	0.78698	0.50531 	0.31813 	0.33654 	0.16167 	0.092706	0.059586 	0.025526 	0.029228 	 0.04239 	 0.1099 	0.11427 	0.22408 	0.15282 	0.21116 	0.19363 	0.42443 	0.43312 	0.48959 	0.78284 	 0.6649 	0.47672 	0.92715 	0.58783	0.85978	0.50947	0.75073	0.60586	0.54401	0.69859 	0.4153 	0.54693	0.69118	0.5409 	0.70243	0.36745	0.58482 	0.64221 	0.45437 	0.63349 	 0.601  	0.58087 	0.38586 	0.73354 	0.53793 	0.58809 	 1.1237 	0.41614 	
 5059  	  1  	7182.0529 	5244.9199 	2132.2297 	1640.0607	1449.0728	431.7838 	132.4563	846.7169 	515.8563 	327.7483 	370.1661 	216.3077 	240.1969 	276.7519 	 441.182 	586.4315 	277.9558 	116.449 	98.4863 	150.429 	 64.231 	51.3659 	 70.192 	74.3108 	36.4972 	48.0023 	38.0629 	41.4572 	29.5233 	25.0861 	32.5697 	20.4379	17.7342	10.0525	15.5102	23.6165	10.3922	15.7881	15.8064	11.3739	9.9971 	6.2439 	 5.427 	 8.38  	11.6788	5.9995 	5.2858 	5.0867 	 5.088 	4.3249 	4.5304 	3.2135 	2.9449 	3.1774 	2.3543 	2.5528 	 2.528 	1.2141 	1.4048 	0.91312	 0.4708 	0.37009 	0.37762 	 0.1109 	0.17721 	0.046679 	0.028796 	0.043603 	0.044124 	0.066302	0.13298 	0.18953 	0.21167 	 0.3624 	0.36458 	0.44246 	0.36918 	0.47074 	0.30079 	0.71617 	0.79254 	0.47895 	0.39712	0.63519	0.75597	0.7962 	0.81641	0.84656	0.68322 	0.60497	0.94421	0.83052	0.63209	0.86725	0.83687	 1.159  	0.95214 	0.62988 	0.68841 	0.66322 	0.49849 	0.86947 	0.36466 	0.48542 	0.35567 	0.34747 	0.45099 	
 5060  	  1  	5034.9662 	 5600.772 	1816.9611 	2272.5494	1194.7642	475.1363 	136.7996	 72.1561 	396.1649 	369.8213 	319.9902 	424.6478 	566.0793 	1031.8714	606.6369 	366.4374 	222.9784 	88.5732 	97.0136 	 96.971 	165.1536	70.6906 	57.0037 	52.8877 	55.8766 	48.4859 	43.3642 	34.5028 	30.2442 	22.2977 	20.6189 	26.6063	56.8232	18.587 	16.0742	17.5151	17.7291	18.696 	12.2363	7.1567 	 9.588 	11.8336	9.1822 	8.8268 	8.7577 	6.6836 	6.9068 	4.6661 	5.0332 	4.2344 	7.3044 	2.4505 	2.2136 	2.4222 	3.2388 	3.1292 	1.7444 	1.3397 	2.1847 	1.2047 	 1.0115 	0.48914 	0.22899 	 0.1323 	0.10058 	0.038305 	0.016437 	0.024739 	0.036912 	0.072232	0.12303 	0.10839 	0.20916 	0.22775 	0.19926 	0.42845 	0.68359 	0.41366 	0.61277 	0.85975 	 1.0526 	0.67042 	0.80684	0.73415	0.94838	0.77889	0.60383	0.82244	0.65248 	0.66213	1.1597 	1.0265 	0.93745	0.7158 	1.6956 	 1.4507 	0.77944 	 1.3823 	 1.128  	0.55488 	 0.9912 	0.77535 	0.75431 	0.74312 	0.99616 	0.87359 	0.78384 	
 5061  	  1  	5772.0293 	5817.9408 	2112.1933 	2183.3574	1351.9711	 456.808 	132.3817	341.6688 	 650.969 	456.7854 	253.7246 	393.5914 	259.7381 	 963.479 	541.6302 	219.7107 	283.2448 	281.2416	131.5776	117.1585	86.7062 	96.2751 	104.6914	72.6225 	42.3682 	34.4207 	24.3312 	67.7404 	38.2709 	33.6745 	22.2243 	23.6105	22.8573	17.5883	25.0965	10.8319	17.7093	8.4908 	11.4452	12.478 	5.7854 	5.8054 	12.4089	8.3455 	12.5347	9.0584 	8.7558 	6.8942 	3.1481 	3.8035 	2.8504 	3.8942 	 2.811 	3.7769 	 1.885 	2.5915 	4.5541 	1.9546 	1.5923 	0.82724	0.69267 	0.43256 	0.33977 	0.18811 	0.13909 	0.058724 	0.028409 	0.055298 	0.072361 	0.058191	0.18873 	 0.158  	0.25223 	0.28926 	0.36965 	0.27665 	0.25912 	0.68191 	 1.1102 	 0.7615 	0.62213 	0.67038 	0.97282	0.70985	0.75997	0.86109	0.71156	0.64137	 1.3644 	 1.169 	0.67632	0.8911 	0.86749	0.56992	0.76877	 1.1787 	0.97802 	 1.1004 	0.69504 	0.79709 	0.74065 	0.64009 	0.61145 	 0.8437 	 1.1116 	0.56605 	0.76843 	
 5062  	  1  	3701.6669 	5787.6539 	2008.3862 	2106.7037	1467.3755	433.0796 	131.6216	148.8208 	390.1735 	289.3562 	330.5526 	609.1484 	624.8342 	698.8621 	659.0418 	501.0014 	161.5062 	212.7449	193.1449	89.5161 	104.0123	109.4462	62.9395 	67.2779 	58.1093 	39.5111 	43.0083 	33.4355 	30.6054 	31.4153 	25.2154 	25.8266	17.8178	18.0876	13.7973	 12.59 	10.9392	10.5599	14.5715	9.9949 	8.3435 	7.3246 	9.1685 	7.8503 	4.8099 	8.6967 	10.2562	5.1829 	4.9515 	4.9567 	4.8429 	5.0961 	5.4967 	1.8397 	2.7745 	2.4253 	1.6235 	1.4546 	2.1043 	0.80419	0.63773 	0.59212 	0.31974 	0.14045 	0.083897	 0.05106 	0.039548 	0.044584 	 0.06299 	0.072882	0.13478 	0.19136 	0.32911 	0.35941 	0.39728 	0.41089 	0.37844 	0.41432 	0.33721 	0.31105 	0.58233 	0.71212 	0.64913	0.63911	1.3403 	1.1864 	0.75035	0.87945	0.64035 	0.99274	0.94672	0.73409	0.66764	0.49983	0.80292	0.58102 	0.65083 	0.73187 	0.78432 	0.61932 	0.90284 	0.37403 	0.60059 	0.86376 	0.76866 	0.33342 	0.52443 	
 5063  	  1  	2231.5052 	7112.3834 	3167.7498 	2223.1949	1401.6757	485.5274 	128.7785	225.9509 	1031.7568	833.5566 	454.9516 	444.6525 	585.7683 	 915.453 	623.0378 	354.9686 	224.4664 	165.9919	88.9399 	116.0833	143.5263	107.4975	155.1372	82.4227 	46.1501 	48.3495 	 54.489 	46.9277 	26.4482 	31.8053 	21.5665 	14.8191	24.5519	19.1857	13.4258	15.452 	27.729 	18.2742	7.4783 	9.4467 	14.3683	13.7876	6.9355 	4.1628 	7.9981 	7.8824 	5.4813 	4.9984 	5.9464 	4.0268 	4.9033 	3.2735 	2.6996 	2.0441 	1.6363 	1.4985 	1.3053 	1.2059 	0.86266	0.73461	0.43769 	0.36167 	0.30791 	0.19138 	0.10187 	0.043946 	0.029717 	0.046172 	0.043817 	0.090823	0.13955 	 0.2011 	0.18304 	0.20234 	0.34964 	0.44913 	0.54509 	0.65607 	 1.002  	 1.084  	0.82687 	0.71434 	0.79931	0.80711	0.92982	0.78336	0.74471	0.66666	0.52536 	0.27075	0.48219	0.43528	0.9561 	0.78572	0.78986	0.73033 	 0.8045 	0.52307 	0.80661 	0.99519 	0.50615 	0.84952 	0.36167 	0.51545 	0.35502 	0.82086 	0.58524 	
 5064  	  1  	2555.2624 	6380.6791 	2668.5406 	2224.0792	1211.4503	390.6048 	154.8336	174.0001 	610.1013 	729.6591 	416.2178 	516.3447 	527.7285 	1241.4339	 405.961 	305.7142 	 199.507 	128.1904	130.0239	154.1387	94.2632 	104.4568	66.3596 	 52.268 	 40.162 	34.9562 	33.7737 	28.3401 	37.0069 	32.7289 	28.4475 	21.1597	32.8977	14.2696	10.5531	12.2031	5.5542 	16.0969	12.6229	11.9331	14.4638	12.6628	7.7534 	 5.148 	11.7043	11.857 	5.2812 	9.0114 	5.6886 	3.8143 	 5.446 	6.1343 	3.1047 	4.8519 	2.1217 	2.0968 	1.8393 	1.9346 	0.91817	0.54735	0.59209 	0.31932 	 0.225  	0.12198 	0.059759	0.031113 	0.031047 	0.051834 	0.061734 	0.078962	0.14786 	 0.1214 	0.25041 	0.34327 	0.56048 	0.33497 	0.34911 	 0.5413 	0.56154 	0.29165 	0.68776 	0.95131 	0.74168	0.60197	0.75865	0.72382	0.54251	0.63308	0.96732 	0.70771	0.55643	0.41997	0.67217	1.4708 	1.3395 	0.93041 	0.57942 	0.54368 	 1.0605 	0.70712 	 0.5663 	0.67361 	0.51416 	0.37555 	0.61006 	0.52974 	0.54577 	
 5065  	  1  	2681.7449 	 5789.488 	2303.0824 	1859.8946	1363.3686	477.2343 	125.2453	200.1804 	529.8334 	442.7577 	355.6052 	514.7164 	520.2541 	767.7106 	498.1463 	318.0599 	227.0366 	104.5326	185.9735	172.9067	111.397 	152.0204	58.6955 	78.2173 	55.1486 	61.0148 	37.5833 	33.4906 	24.8905 	29.0204 	39.2427 	24.7089	41.122 	16.4866	10.9524	9.2886 	9.0095 	15.2806	12.8791	11.5735	11.802 	10.3329	 7.279 	5.8463 	5.1591 	 6.033 	5.3944 	5.1754 	3.5085 	5.0108 	5.0212 	3.2696 	2.3431 	2.4847 	2.5392 	1.2663 	1.7514 	2.7682 	1.4254 	0.87968	 1.0508 	0.37578 	0.24058 	0.15913 	0.041703	0.036919 	0.025525 	0.027821 	0.031278 	0.051349	0.20302 	0.11307 	0.12166 	0.17358 	0.41173 	0.32804 	0.56188 	0.38977 	0.39694 	0.40708 	0.43564 	0.78204 	0.7221 	0.64245	0.70781	0.46745	0.64617	0.59373	0.50473 	0.72209	0.63587	0.82243	0.78266	0.56998	0.57916	0.87604 	0.82544 	0.40367 	0.51569 	0.92499 	 0.4988 	0.57266 	0.71613 	0.39718 	0.30633 	0.45309 	0.56486 	
 5066  	  1  	3666.9154 	9610.4143 	4893.5292 	2745.4404	1267.0601	448.5468 	128.3386	346.0091 	1121.6441	1126.0419	816.8075 	652.3469 	1513.6856	1715.4462	459.5228 	269.2872 	234.3588 	149.2804	125.8334	220.5078	117.8327	56.3275 	74.1183 	51.2253 	55.2535 	37.6268 	54.5713 	50.2311 	 22.103 	25.9523 	15.4508 	25.6625	43.4117	21.0138	10.5795	14.0348	16.3413	9.9048 	16.0969	12.7418	8.5749 	13.4481	10.7428	6.5715 	6.3321 	6.7184 	3.7225 	3.4669 	2.9755 	4.9766 	2.8205 	3.9493 	3.0462 	5.1312 	3.2709 	2.0349 	1.1777 	1.2479 	1.7918 	0.8689 	 0.6571 	0.42313 	0.22006 	0.11662 	0.10506 	0.063673 	 0.02142 	0.033255 	0.019453 	0.051818	0.12812 	0.095486	0.10264 	0.16116 	0.24513 	0.40679 	0.95502 	0.57481 	 0.4202 	0.51992 	0.32224 	0.52077 	0.48019	0.75871	0.90145	0.91763	0.86975	0.59154	0.65463 	0.69196	0.63877	0.68062	 1.311 	1.1148 	0.93474	0.69079 	 1.2119 	0.85688 	0.52437 	0.68845 	0.69746 	0.58946 	0.91356 	0.71855 	0.37403 	0.90023 	0.77986 	
 5067  	  1  	4519.8658 	7091.6655 	3529.8423 	2188.9483	1246.8382	349.3518 	119.2893	238.3043 	 1518.09 	575.3979 	452.2183 	 420.079 	701.3086 	713.3458 	741.7256 	 389.118 	244.2024 	129.9973	118.7049	120.8236	81.0052 	96.9126 	53.5496 	29.0252 	46.7473 	33.5997 	 40.127 	27.6924 	 16.807 	12.7701 	 15.157 	10.4333	18.4364	30.8409	32.3554	16.6297	12.4613	14.5439	9.2283 	12.0837	11.4412	11.3843	7.8378 	6.0866 	4.7655 	3.9157 	7.9107 	3.5378 	 2.87  	3.5953 	4.1106 	3.2336 	 2.72  	4.8998 	2.0797 	1.8893 	0.89833	0.81992	0.92576	0.58604	0.28245 	 0.3255 	0.29565 	0.071791	0.086307	0.041629 	0.021528 	 0.03278 	0.037459 	0.083141	0.10936 	0.12393 	0.15039 	0.16207 	0.25632 	 0.3345 	0.46557 	0.84494 	0.76519 	0.51489 	0.88621 	0.68399 	0.44806	0.70355	0.46293	0.28159	0.54893	0.71876	0.68824 	0.45239	0.71519	0.41357	0.71146	0.72684	0.62756	0.88504 	0.72835 	0.64737 	0.82537 	0.65309 	 1.0065 	0.95131 	 0.4941 	 0.6093 	0.39593 	0.61075 	0.76041 	
